Документ_x,Наименование ГО_x,Наименование ГП_x,Наименование страны отправления_x,Наименование станции отправления_x,Станция отправления_x,Наименование страны назначения_x,Наименование станции назначения_x,Станция назначения_x,Номер вагона,Общий вес по документу (кг)_x,Вес на вагон (кг)_x,Код груза_x,Наименование груза_x,Код грузополучателя,Дата прибытия,Взыскано по прибытию (последние 2 знака тиыны),Документ_y,Наименование ГО_y,Наименование ГП_y,Наименование страны отправления_y,Наименование станции отправления_y,Станция отправления_y,Наименование страны назначения_y,Наименование станции назначения_y,Станция назначения_y,Общий вес по документу (кг)_y,Вес на вагон (кг)_y,Код груза_y,Наименование груза_y,Код грузоотправителя,Дата отправления,Взыскано при отправления  (последние 2 знака тиыны)
36759554,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ПРОДОВОЛЬСТВЕННАЯ КОНТРАКТНАЯ КОРПОРАЦИЯ""","ТОО ""НОВО-АЛЬДЖАНСКИЙ МЕЛЬКОМБИНАТ""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,АКТОБЕ 2        ,689607.0,53234720,70000.0,70000.0,11005.0,ПШЕНИЦА,39667720.0,2024-10-05,23627800,20178688,"ТОО ""АГРО НАН ЭКСПОРТ""",ООО «MILL MAX GROUP»,КАЗАХСТАН        ,КАЗАХСТАН       ,666408.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,69700.0,69700.0,11005.0,ПШЕНИЦА,56609825.0,2024-12-09 20:16:00,30400300
36759482,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ПРОДОВОЛЬСТВЕННАЯ КОНТРАКТНАЯ КОРПОРАЦИЯ""","ТОО ""НОВО-АЛЬДЖАНСКИЙ МЕЛЬКОМБИНАТ""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,АКТОБЕ 2        ,689607.0,95570354,70000.0,70000.0,11005.0,ПШЕНИЦА,39667720.0,2024-10-05,23627800,20120501,"ТОО ""АГРО НАН ЭКСПОРТ""",OOO «MILL MAX GROUP»,КАЗАХСТАН        ,КЕНСКАЯ         ,680903.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,65200.0,65200.0,11005.0,ПШЕНИЦА,56609825.0,2024-11-15 18:43:00,33549500
23770317,"OOO ""GL HUMO""","ТОО ""ЖелДорТранс-Актобе""",БЕЛАРУСЬ         ,МОГИЛЕВ II      ,156505.0,КАЗАХСТАН        ,КАЗАХСТАН       ,666408.0,65551129,36462.0,36462.0,323024.0,ТРУБЫ_БЕСШОВНЫЕ,50321330.0,2024-10-19,17159900,20203825,"ТОО ""KSP STEЕL"" (""КЕЙЭСПИ СТИЛ"")","ООО «Яунзелтини», Рига, Бирзталу 9",КАЗАХСТАН        ,ПАВЛОДАР        ,696102.0,ЛАТВИЯ           ,ЗИЕМЕЛЬБЛАЗЕ    ,96304.0,69226.0,69226.0,323024.0,ТРУБЫ_БЕСШОВНЫЕ,40985885.0,2024-12-20 22:32:00,60936000
23770316,"OOO ""GL HUMO""","ТОО ""ЖелДорТранс-Актобе""",БЕЛАРУСЬ         ,МОГИЛЕВ II      ,156505.0,КАЗАХСТАН        ,КАЗАХСТАН       ,666408.0,65551228,36407.0,36407.0,323024.0,ТРУБЫ_БЕСШОВНЫЕ,50321330.0,2024-10-19,17159900,20203909,"ТОО ""KSP STEЕL"" (""КЕЙЭСПИ СТИЛ"")","ООО «Яунзелтини», Рига, Бирзталу 9",КАЗАХСТАН        ,ПАВЛОДАР        ,696102.0,ЛАТВИЯ           ,ЗИЕМЕЛЬБЛАЗЕ    ,96304.0,69161.0,69161.0,323024.0,ТРУБЫ_БЕСШОВНЫЕ,40985885.0,2024-12-20 22:37:00,60936000
5302507,"ОСОО ""ИНТЕРГЛАСС"" Г*ЧУЙ-ТОКМОК, ПРОМЗОНА КР","ТОО ""МИР СТЕКЛА""",КЫРГЫЗСТАН       ,ТОКМАК          ,717205.0,КАЗАХСТАН        ,КАРАГАНДА-УГ    ,674000.0,63366439,140000.0,70000.0,267125.0,СТЕКЛО_ЛИСТОВОЕ_ПР,40073090.0,2024-10-04,42960200,20145799,"ТОО ""ORDA GLASS LTD"" (ОРДА ГЛАСС ЛТД)","ООО ""GLASS TRADE LP""",КАЗАХСТАН        ,КЫЗЫЛОРДА       ,671707.0,УЗБЕКИСТАН       ,ХАМЗА           ,722504.0,68680.0,68680.0,267125.0,СТЕКЛО_ЛИСТОВОЕ_ПР,52861830.0,2024-11-26 14:13:00,14177800
36798857,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,95736237,68450.0,68450.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-10,30826600,20185377,"ТОО ""ATA EXPORT""",OOO «MILL MAX  GROUP»,КАЗАХСТАН        ,ЖАЗЫК           ,668808.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,67000.0,67000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-13 12:14:00,25988300
36798973,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,95033924,65000.0,65000.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-10,30826600,20097968,"ТОО ""GROSS OST TIME LTD""","ООО ""ADMIRAL GROUP""",КАЗАХСТАН        ,ДЖАЛТЫР         ,691109.0,УЗБЕКИСТАН       ,КАКИР           ,742207.0,64000.0,64000.0,11005.0,ПШЕНИЦА,10000001.0,2024-11-05 19:01:00,27882000
36793829,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,58514407,70000.0,70000.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20207472,"АО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ПРОДОВОЛЬСТВЕННАЯ КОНТРАКТНАЯ КОРПОРАЦИЯ""","Агентство по государственным материальным резервам при Правительстве Республики Таджикистан* Республика Таджикистан , г* Душанбе , ул* Хусейнзода 14",КАЗАХСТАН        ,СМИРНОВО        ,687902.0,ТАДЖИКИСТАН      ,ЧЕПТУРА         ,745703.0,66000.0,66000.0,11005.0,ПШЕНИЦА,30567773.0,2024-12-21 10:32:00,35004100
36794007,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,98933997,70800.0,70800.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13586500,20213300,"ТОО ""ГРОСС ОСТ ТАЙМ""",OOO MILL MAX GROUP,КАЗАХСТАН        ,ДЖАЛТЫР         ,691109.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,39118947.0,2024-12-24 15:35:00,29098700
36793995,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,59094136,68750.0,68750.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20213305,"ТОО ""ГРОСС ОСТ ТАЙМ""",OOO MILL MAX GROUP,КАЗАХСТАН        ,ДЖАЛТЫР         ,691109.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,39118947.0,2024-12-24 15:35:00,29098700
36793889,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,95475844,68500.0,68500.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20161940,"ТОО ""ТАДЖИКСКАЯ МУКОМОЛЬНАЯ КОМПАНИЯ""",ООО «Хубчамъ Инвест» Республика Таджикистан Согдийская область Бободжон Гафуровский район Улица Лохути 74 А,КАЗАХСТАН        ,САРЫБЕЛ         ,673609.0,ТАДЖИКИСТАН      ,ЛЕНИНАБАД       ,747802.0,69000.0,69000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-03 16:03:00,25045300
36793919,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,95727723,68550.0,68550.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20137587,"ТОО ""АГРО НАН ЭКСПОРТ""","ALASHANKOU JINSHAHE FLOUR MANUFACTURING CO*, LTD NO* 11, ALASHANKOU COMPREHENSIVE FREE TRADE ZONE, XINJIANG, CHINA",КАЗАХСТАН        ,АК-КУЛЬ         ,692601.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,56609825.0,2024-11-23 12:31:00,24989600
36793919,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,95727723,68550.0,68550.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20179042,"ТОО ""САРЫБЕЛ АГРО""",ООО «Хубчамъ Инвест» Республика Таджикистан Согдийская область Бободжон Гафуровский район Улица Лохути 74 А,КАЗАХСТАН        ,САРЫБЕЛ         ,673609.0,ТАДЖИКИСТАН      ,ЛЕНИНАБАД       ,747802.0,68000.0,68000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-09 19:04:00,26137700
36793959,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,98003262,69000.0,69000.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20155728,"ТОО ""KAZAKHSTAN BIDAYY""","ALASHANKOU JINSHAHE FLOUR MANUFACTURING CO*, LTD NO* 11, ALASHANKOU COMPREHENSIVE FREE TRADE ZONE, XINJIANG, CHINA",КАЗАХСТАН        ,АК-КУЛЬ         ,692601.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,10000001.0,2024-11-29 21:29:00,24989600
36793959,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,98003262,69000.0,69000.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20206682,"ТОО ""ВИЛМИР""","ALASHANKOU JINSHAHE FLOUR MANUFACTURING CO*, LTD",КАЗАХСТАН        ,ЖАСЫЛ           ,692900.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,56325151.0,2024-12-21 00:54:00,27529200
36793675,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,58527524,69950.0,69950.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20184198,"ТОО ""EAST AGRO COMPANY""","ООО ""BABUR TURAN""",КАЗАХСТАН        ,ПАВЛОД.ПОРТ     ,696403.0,УЗБЕКИСТАН       ,АНГРЕН          ,722608.0,70000.0,70000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-12 18:33:00,35019300
36793730,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,53225611,68850.0,68850.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20221302,"ТОО ""GLORIUM""","ООО ""GOOD SALE SUGAR""",КАЗАХСТАН        ,АТБАСАР         ,691503.0,УЗБЕКИСТАН       ,КАКИР           ,742207.0,70000.0,70000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-26 18:14:00,30579200
36793868,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,53228706,66050.0,66050.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13318200,20161936,"ТОО ""ТАДЖИКСКАЯ МУКОМОЛЬНАЯ КОМПАНИЯ""",ООО «Хубчамъ Инвест» Республика Таджикистан Согдийская область Бободжон Гафуровский район Улица Лохути 74 А,КАЗАХСТАН        ,САРЫБЕЛ         ,673609.0,ТАДЖИКИСТАН      ,ЛЕНИНАБАД       ,747802.0,69000.0,69000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-03 16:04:00,25045300
36794035,"ТОО ""GRAND TRADE GROUP (КРУПНАЯ ТОРГОВАЯ КОМПАНИЯ)""","ТОО ""?АРА?АНДЫ-??С""",РОССИЯ           ,МАМЛЮТКА        ,826205.0,КАЗАХСТАН        ,БОЛ.МИХАЙЛОВ    ,675303.0,59093864,70150.0,70150.0,11005.0,ПШЕНИЦА,39893729.0,2024-10-10,13586500,20201970,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SN TRADE COMPANY""","ООО СП ""Golden Osiyo Center Co""",КАЗАХСТАН        ,КОСТАНАЙ        ,684001.0,УЗБЕКИСТАН       ,БАЯУТ           ,725108.0,70000.0,70000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-18 22:49:00,36294700
36803868,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,95978060,70300.0,70300.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20067220,"ТОО ""БАВА""","ALASHANKOU JINSHAHE FLOUR MANUFACTURING CO*, LTD",КАЗАХСТАН        ,ЖАСЫЛ           ,692900.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,50523453.0,2024-10-23 20:22:00,26408300
36803874,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,95016689,71000.0,71000.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20067216,"ТОО ""БАВА""","ALASHANKOU JINSHAHE FLOUR MANUFACTURING CO*, LTD",КАЗАХСТАН        ,ЖАСЫЛ           ,692900.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70500.0,70500.0,11005.0,ПШЕНИЦА,50523453.0,2024-10-23 20:22:00,26764300
36803874,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,95016689,71000.0,71000.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20210377,"ТОО ""РЕАЛ БИДАЙ""","Alashankou Aiju Qinjiang Food Co*,Ltd Room 604, 6th Floor Business Service Centre Alashankou Comprehensive Bonded Zone, Bozhou Xinjiang",КАЗАХСТАН        ,КОЙБАГАР        ,682307.0,КИТАЙ            ,ДОСТЫК ЭКС      ,708507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,56470462.0,2024-12-26 18:24:00,30494400
36803882,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,98003486,70500.0,70500.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20069700,"АО ""АСТЫ? ТРАНС""",OOO СП GOLDEN OSIYO CENTER CO,КАЗАХСТАН        ,КЗЫЛ-ТУ         ,688604.0,УЗБЕКИСТАН       ,БАЯУТ           ,725108.0,70000.0,70000.0,11005.0,ПШЕНИЦА,52216258.0,2024-10-25 20:38:00,33542100
36803882,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,98003486,70500.0,70500.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20171215,"ТОО ""AGRONEXUS""",OOO «INTERGRAIN»,КАЗАХСТАН        ,КОКШЕТАУ 1      ,687008.0,УЗБЕКИСТАН       ,ЯНГИЕР          ,725201.0,70000.0,70000.0,11005.0,ПШЕНИЦА,10000001.0,2024-12-06 14:32:00,32059700
36803897,ТОО СЕВЕРНОЕ ЗЕРНО,"ТОО ""GRAIN HOUSE 555""",РОССИЯ           ,БУЛАЕВО 1       ,825202.0,КАЗАХСТАН        ,ШЫМКЕНТ         ,698606.0,98003817,70500.0,70500.0,11005.0,ПШЕНИЦА,41057584.0,2024-10-14,31273400,20158644,"ТОО ""АЗАМАТ-2030""",OOO «TURON COMPANY»,КАЗАХСТАН        ,ЖАНЫСБАЙ        ,681906.0,УЗБЕКИСТАН       ,СЕРГЕЛИ         ,723507.0,70000.0,70000.0,11005.0,ПШЕНИЦА,40195367.0,2024-11-30 10:14:00,32136300
